species,region_id,source_row_id,label,split,Chr,Position,Strand,Local_Position,EditingLevel,source_file
Strongylocentrotus,Scaffold106:-:253277:254335,1678,no,train,Scaffold106,254245,-,101,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold2137:+:42228:42842,15437,yes,train,Scaffold2137,42738,+,383,0.9557522123893806,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold179:+:122980:123172,12579,no,train,Scaffold179,123073,+,108,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold269:-:77882:78060,20127,yes,train,Scaffold269,78060,-,17,0.2688927943760984,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold76:+:264229:264503,36326,no,train,Scaffold76,264261,+,48,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold259:-:587404:588873,19611,no,train,Scaffold259,587904,-,52,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold573:-:534980:535454,32297,no,train,Scaffold573,535078,-,171,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold566:+:35640:36674,32125,no,train,Scaffold566,36603,+,247,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1053:-:194747:195011,1475,yes,train,Scaffold1053,194947,-,79,0.7424242424242424,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold371:-:326333:327918,24731,no,train,Scaffold371,327719,-,208,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold76:+:262780:263040,36264,no,train,Scaffold76,262916,+,152,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold25760:+:18771:19039,19476,no,train,Scaffold25760,18831,+,83,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold51:+:551842:552888,30184,yes,train,Scaffold51,552723,+,617,0.3806228373702422,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold449:+:203373:206106,28055,yes,train,Scaffold449,206075,+,564,0.1619047619047619,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold2110:-:10821:12356,15199,yes,train,Scaffold2110,11212,-,88,0.5391304347826087,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold840:-:205912:207043,38511,yes,train,Scaffold840,206213,-,755,0.304,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold308:-:412841:413084,22123,no,train,Scaffold308,413054,-,53,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold156:+:385980:387652,10391,yes,train,Scaffold156,387151,+,28,0.2934782608695652,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold275:-:96343:100307,20359,yes,train,Scaffold275,96666,-,2037,0.8991596638655462,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1132:+:74444:74834,3552,no,train,Scaffold1132,74842,+,300,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold388:+:80473:80939,25738,yes,train,Scaffold388,80723,+,64,0.3365384615384615,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold89:+:708623:710232,39468,no,train,Scaffold89,708735,+,156,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold269:-:77882:78060,20080,no,train,Scaffold269,77922,-,159,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1329:-:320984:321443,7716,no,train,Scaffold1329,321095,-,291,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold51:+:551842:552888,30125,yes,train,Scaffold51,552545,+,439,0.4784053156146179,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1170:-:72702:74454,4336,yes,train,Scaffold1170,74147,-,241,0.4076433121019108,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold275:-:96343:100307,20425,yes,train,Scaffold275,99212,-,1251,0.2448979591836734,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold202:-:281348:282078,14297,no,train,Scaffold202,281411,-,341,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold371:+:467811:469220,24779,yes,train,Scaffold371,468502,+,38,0.8955223880597015,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold373:+:420390:420849,25051,yes,train,Scaffold373,420770,+,197,0.4126394052044609,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold657:+:156390:158996,34462,yes,train,Scaffold657,157087,+,92,0.5,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold259:-:587404:588873,19596,no,train,Scaffold259,587822,-,134,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold973:+:279612:279688,40866,no,train,Scaffold973,279404,+,608,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold65:-:83033:84030,34218,no,train,Scaffold65,83009,-,243,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold4554:-:6817:7336,28180,no,train,Scaffold4554,7234,-,117,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1427:-:19277:19534,9242,no,train,Scaffold1427,19331,-,177,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold257:+:79363:79498,19438,yes,train,Scaffold257,79492,+,173,0.8679245283018868,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold53:+:753288:753761,30834,no,train,Scaffold53,753386,+,146,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1619:+:82714:83861,10967,yes,train,Scaffold1619,83640,+,11,0.19,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold625:-:95371:95979,33575,no,train,Scaffold625,95852,-,144,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold193:-:94325:94371,13714,no,train,Scaffold193,94500,-,807,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold3076:+:42023:42170,22034,no,train,Scaffold3076,42105,+,148,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1839:+:53613:53814,12841,yes,train,Scaffold1839,53794,+,159,0.5428571428571428,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold934:+:47879:49239,40247,yes,train,Scaffold934,48422,+,232,0.6036036036036037,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold388:+:80473:80939,25721,yes,train,Scaffold388,80675,+,16,0.2017937219730941,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1205:-:103813:104157,4986,no,train,Scaffold1205,103761,-,391,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold25:-:97643:98266,18786,no,train,Scaffold25,98033,-,270,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold7778:-:26885:27232,36874,yes,train,Scaffold7778,27200,-,20,0.1964285714285714,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold415:-:165728:166208,26756,yes,train,Scaffold415,166158,-,81,0.1702127659574468,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold119:-:1082201:1082389,4686,no,train,Scaffold119,1082452,-,52,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold51:+:551842:552888,30192,yes,train,Scaffold51,552744,+,638,0.7016129032258065,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold8:+:345333:346962,37325,no,train,Scaffold8,346799,+,632,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold121:+:570137:570404,5321,no,train,Scaffold121,570292,+,165,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1086:-:95960:96402,1899,no,train,Scaffold1086,96286,-,131,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold30:-:729676:729950,21870,no,train,Scaffold30,729910,-,56,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1043:-:175237:175989,1204,yes,train,Scaffold1043,175800,-,119,0.4816326530612245,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold2875:+:138708:138933,20982,yes,train,Scaffold2875,138818,+,127,0.7251655629139073,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold58:+:761144:761493,32767,yes,train,Scaffold58,761310,+,117,0.2133333333333333,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1329:-:320984:321443,7703,no,train,Scaffold1329,321067,-,319,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1110:+:144109:144943,2791,yes,train,Scaffold1110,144182,+,101,0.6838709677419355,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold2378:-:71808:72956,17110,yes,train,Scaffold2378,72706,-,289,0.3689320388349514,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold491:+:141194:142191,29730,yes,train,Scaffold491,142177,+,194,0.28125,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold176:-:196916:197123,12424,no,train,Scaffold176,197121,-,15,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold247:-:227823:228148,18352,yes,train,Scaffold247,228139,-,33,0.1690140845070422,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold7778:-:26885:27232,36862,yes,train,Scaffold7778,27157,-,63,0.191860465116279,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold68:-:1336569:1336865,34617,no,train,Scaffold68,1336795,-,83,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold146:+:611718:611809,9522,yes,train,Scaffold146,611742,+,63,0.6326530612244898,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold156:+:385980:387652,10455,yes,train,Scaffold156,387646,+,432,0.786593707250342,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold19:-:947916:947968,13263,no,train,Scaffold19,948199,-,611,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1224:+:130401:130591,5709,no,train,Scaffold1224,130444,+,57,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold369:-:279624:280140,24626,yes,train,Scaffold369,280125,-,29,0.2558139534883721,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold990:-:264975:265118,41357,no,train,Scaffold990,265068,-,177,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold458:+:326431:326589,28389,no,train,Scaffold458,326543,+,146,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold4248:-:25620:25908,26989,no,train,Scaffold4248,25618,-,255,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold99:-:91559:91813,41286,yes,train,Scaffold99,91638,-,80,0.3892617449664429,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold247:-:227823:228148,18359,no,train,Scaffold247,228165,-,7,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold635:-:211557:212287,34019,no,train,Scaffold635,212318,-,67,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold46:+:229071:229244,28625,yes,train,Scaffold46,229153,+,131,0.2516556291390728,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold267:-:72680:73538,19906,yes,train,Scaffold267,73358,-,224,0.3214285714285714,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1107:+:42700:42982,2511,yes,train,Scaffold1107,42979,+,194,0.2509803921568627,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold2764:-:33241:33829,20578,no,train,Scaffold2764,33364,-,211,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold973:+:279612:279688,40963,yes,train,Scaffold973,279669,+,873,0.4129032258064516,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1118:+:138262:138387,2897,no,train,Scaffold1118,138377,+,128,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold459:+:157539:160342,28462,no,train,Scaffold459,159527,+,116,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold2378:-:71808:72956,17033,yes,train,Scaffold2378,72000,-,947,0.2718446601941747,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold694:-:218894:219930,34822,no,train,Scaffold694,220088,-,196,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1043:-:175237:175989,1209,yes,train,Scaffold1043,175809,-,110,0.5111111111111111,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold133:-:358976:360122,7951,no,train,Scaffold133,360050,-,86,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold804:+:8160:8426,37739,no,train,Scaffold804,8200,+,66,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold51:+:551842:552888,30078,yes,train,Scaffold51,551966,+,145,0.7952069716775599,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold25:-:97643:98266,18704,no,train,Scaffold25,97768,-,522,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold488:-:252006:252155,29666,no,train,Scaffold488,252186,-,17,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold46:+:172463:172753,28571,yes,train,Scaffold46,172716,+,308,0.6153846153846154,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold53:-:995504:995778,30909,no,train,Scaffold53,995526,-,172,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold2515:+:78208:78752,19124,no,train,Scaffold2515,78205,+,27,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold324:-:53542:53661,22922,yes,train,Scaffold324,53555,-,169,0.2673267326732673,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold973:+:279612:279688,40885,no,train,Scaffold973,279449,+,653,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1086:-:95960:96402,1912,yes,train,Scaffold1086,96330,-,87,0.4502369668246445,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold32:+:107499:109121,22696,no,train,Scaffold32,108373,+,197,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold381:-:111506:111799,25486,yes,train,Scaffold381,111779,-,45,0.7308868501529052,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1053:-:194747:195011,1470,yes,train,Scaffold1053,194931,-,95,0.3278688524590163,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold694:-:218894:219930,34791,no,train,Scaffold694,219993,-,291,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold37:+:728607:729174,24657,no,train,Scaffold37,729027,+,67,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold990:-:264975:265118,41349,yes,train,Scaffold990,265045,-,200,0.5785714285714286,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1712:-:50704:51047,12075,yes,train,Scaffold1712,50757,-,134,0.8095238095238095,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold155:-:522856:524330,10303,no,train,Scaffold155,524282,-,76,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold7:+:982119:983190,35322,no,train,Scaffold7,983219,+,481,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold930:-:39682:40322,40147,yes,train,Scaffold930,39804,-,195,0.5391304347826087,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold2964:+:22474:22740,21682,no,train,Scaffold2964,22554,+,120,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1170:-:72702:74454,4338,yes,train,Scaffold1170,74150,-,238,0.6289308176100629,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold223:-:619578:620414,16242,no,train,Scaffold223,620328,-,120,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold342:+:363740:366263,23562,yes,train,Scaffold342,364736,+,43,0.4365079365079365,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1057:+:38957:39340,1571,no,train,Scaffold1057,39256,+,274,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold292:-:615269:616262,21389,no,train,Scaffold292,616276,-,29,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold141:+:289560:290308,9042,yes,train,Scaffold141,289792,+,258,0.6206896551724138,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1503:-:95606:96281,9950,yes,train,Scaffold1503,95973,-,570,0.1974248927038626,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold366:-:420534:421375,24506,no,train,Scaffold366,421248,-,150,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold429:+:655565:656087,27303,yes,train,Scaffold429,655709,+,126,0.1653543307086614,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold46:+:229071:229244,28610,yes,train,Scaffold46,229131,+,109,0.7,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold25:-:97643:98266,18690,no,train,Scaffold25,97737,-,553,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold464:-:551056:553027,28730,yes,train,Scaffold464,551700,-,114,0.2047619047619047,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold980:+:106696:107542,41184,no,train,Scaffold980,107374,+,122,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1235:+:44433:44714,6066,yes,train,Scaffold1235,44465,+,40,0.275,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold752:+:188188:188800,36147,yes,train,Scaffold752,188789,+,446,0.8446601941747572,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold5734:-:7801:8297,32408,yes,train,Scaffold5734,8253,-,995,0.3424124513618677,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold388:+:80473:80939,25743,no,train,Scaffold388,80742,+,83,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold308:-:412841:413084,22101,no,train,Scaffold308,412896,-,142,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1170:-:72702:74454,4347,yes,train,Scaffold1170,74164,-,224,0.2666666666666666,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold7778:-:26885:27232,36854,yes,train,Scaffold7778,27141,-,79,0.4409937888198758,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold2764:-:33241:33829,20632,yes,train,Scaffold2764,33798,-,26,0.3245033112582781,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold934:+:47879:49239,40224,no,train,Scaffold934,48342,+,152,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1196:+:151841:152477,4821,yes,train,Scaffold1196,152371,+,334,0.8515625,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold6:-:268211:269113,33039,no,train,Scaffold6,268427,-,76,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold463:+:93287:93413,28639,no,train,Scaffold463,93356,+,121,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold71:-:113949:114289,35497,no,train,Scaffold71,113943,-,400,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold956:+:149352:150265,40483,yes,train,Scaffold956,149387,+,62,0.4285714285714285,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1103:+:65071:65170,2451,no,train,Scaffold1103,65193,+,188,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold682:+:177833:178339,34654,yes,train,Scaffold682,177834,+,55,0.1532258064516129,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold464:-:551056:553027,28728,yes,train,Scaffold464,551697,-,117,0.3350253807106599,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold32:+:107499:109121,22662,no,train,Scaffold32,108234,+,84,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1110:+:144109:144943,2831,yes,train,Scaffold1110,144420,+,346,0.4655172413793103,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1236:-:16599:19153,6119,no,train,Scaffold1236,17879,-,308,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold420:-:398172:398616,26926,no,train,Scaffold420,398228,-,216,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold19:+:794073:794257,13159,yes,train,Scaffold19,794101,+,71,0.2722222222222222,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold308:-:412841:413084,22089,no,train,Scaffold308,412865,-,173,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold696:+:80563:80725,34980,yes,train,Scaffold696,80564,+,21,0.2095238095238095,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold2137:+:42228:42842,15441,no,train,Scaffold2137,42759,+,404,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold110:+:1030898:1031207,2296,yes,train,Scaffold110,1031156,+,276,0.1847389558232931,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold84:+:662190:663016,38451,yes,train,Scaffold84,662298,+,155,0.303030303030303,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold275:-:96343:100307,20454,yes,train,Scaffold275,99571,-,892,0.2731277533039647,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold84:+:662190:663016,38404,no,train,Scaffold84,662147,+,4,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold956:+:149352:150265,40469,no,train,Scaffold956,149350,+,25,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1057:+:38957:39340,1593,no,train,Scaffold1057,39304,+,322,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold89:-:667333:667820,39381,no,train,Scaffold89,667324,-,302,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold420:-:398172:398616,26923,yes,train,Scaffold420,398213,-,231,0.2616690240452616,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1417:+:57360:57784,9077,yes,train,Scaffold1417,57518,+,54,0.2027649769585253,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold372:-:305517:306762,24889,no,train,Scaffold372,306730,-,81,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1146:+:148601:148917,3867,yes,train,Scaffold1146,148838,+,77,0.9818181818181818,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1226:-:154658:155260,5811,no,train,Scaffold1226,155138,-,166,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold51:+:551842:552888,30049,yes,train,Scaffold51,551894,+,73,0.9750889679715302,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold140:-:134928:136260,8870,yes,train,Scaffold140,135087,-,60,0.369969040247678,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold130:+:668761:669315,7413,yes,train,Scaffold130,669242,+,365,0.7587548638132295,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold483:+:51685:52158,29174,yes,train,Scaffold483,51734,+,44,0.1869158878504672,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold2378:-:71808:72956,17023,yes,train,Scaffold2378,71962,-,985,0.9026548672566372,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold855:-:182784:183968,38677,yes,train,Scaffold855,183266,-,153,0.375,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1120:-:274208:274410,3117,no,train,Scaffold1120,274220,-,258,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold167:-:867544:867811,11429,no,train,Scaffold167,867628,-,205,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold19:-:947916:947968,13272,no,train,Scaffold19,948231,-,579,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1712:-:50704:51047,12070,yes,train,Scaffold1712,50741,-,150,0.9794117647058824,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold650:+:262822:262998,34306,no,train,Scaffold650,262844,+,47,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1:+:74506:75214,8,no,train,Scaffold1,74477,+,20,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold28:+:502050:502321,20652,yes,train,Scaffold28,502099,+,56,0.867595818815331,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold83:-:143202:144225,37871,no,train,Scaffold83,144045,-,343,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1224:+:130401:130591,5705,yes,train,Scaffold1224,130428,+,41,0.5616438356164384,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold696:+:80563:80725,34981,yes,train,Scaffold696,80565,+,22,0.1682242990654205,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1427:-:40608:42052,9326,yes,train,Scaffold1427,40697,-,218,0.2031746031746031,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold176:-:570712:571134,12487,no,train,Scaffold176,570909,-,66,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold128:+:460224:464515,7164,yes,train,Scaffold128,460906,+,104,0.1984861227922624,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold2764:-:33241:33829,20610,no,train,Scaffold2764,33732,-,92,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold1356:+:47781:48281,8210,yes,train,Scaffold1356,47935,+,158,0.6335978835978836,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold3506:-:23302:24432,24086,no,train,Scaffold3506,23623,-,198,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold840:-:205912:207043,38520,yes,train,Scaffold840,206245,-,723,0.6538461538461539,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold176:-:570712:571134,12488,no,train,Scaffold176,570911,-,64,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold8:+:147128:147664,37195,yes,train,Scaffold8,147650,+,288,0.2346368715083799,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold139:-:628182:628437,8486,no,train,Scaffold139,627847,-,1490,0,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold956:+:149352:150265,40488,yes,train,Scaffold956,149406,+,81,0.5033112582781457,Strongylocentrotus_prebalancing.csv.gz
Strongylocentrotus,Scaffold259:-:587404:588873,19569,yes,train,Scaffold259,587577,-,284,0.3773584905660377,Strongylocentrotus_prebalancing.csv.gz
