substrate_idx,seq_len,paired_frac,mfe_kcal_mol,bp_distance,fixed_eq_mfe,mean_pair_prob,mean_entropy
496,589,0.821732,-403.5,0,1,0.809096,0.083713
497,595,0.816807,-398.3,0,1,0.808128,0.066054
498,585,0.830769,-405.6,0,1,0.826368,0.061837
499,617,0.794165,-359.1,0,1,0.776946,0.09274
500,582,0.872852,-470.0,0,1,0.865706,0.041061
501,614,0.879479,-473.3,0,1,0.868761,0.048178
502,598,0.839465,-429.4,0,1,0.82831,0.05717
503,628,0.818471,-425.5,0,1,0.807766,0.066785
504,573,0.816754,-369.3,0,1,0.793931,0.093024
505,608,0.868421,-473.3,0,1,0.865301,0.04097
506,613,0.828711,-440.3,0,1,0.814859,0.066985
507,614,0.785016,-366.2,0,1,0.775082,0.096213
508,616,0.886364,-524.4,0,1,0.873332,0.0515
509,585,0.690598,-252.0,0,1,0.690423,0.19902
510,581,0.80895,-374.1,0,1,0.807208,0.105853
511,607,0.823723,-396.9,0,1,0.822627,0.096123
512,620,0.796774,-409.0,0,1,0.78766,0.072673
513,605,0.88595,-510.4,0,1,0.88357,0.040639
514,609,0.807882,-382.8,0,1,0.795202,0.078138
515,593,0.822934,-382.0,0,1,0.806607,0.08117
516,598,0.745819,-294.9,0,1,0.74254,0.149248
517,583,0.813036,-397.1,0,1,0.803221,0.090363
518,527,0.804554,-331.9,0,1,0.78665,0.095777
519,577,0.831889,-382.3,0,1,0.822308,0.086686
520,599,0.871452,-463.3,0,1,0.86731,0.075324
521,630,0.780952,-381.2,0,1,0.785584,0.10514
522,604,0.764901,-330.9,0,1,0.756581,0.092833
523,601,0.858569,-445.9,0,1,0.851209,0.063293
524,616,0.788961,-349.9,0,1,0.77933,0.105779
525,599,0.767947,-292.2,0,1,0.749787,0.150318
526,614,0.824104,-414.0,0,1,0.820179,0.077161
527,610,0.845902,-424.7,0,1,0.835911,0.063626
528,614,0.869707,-480.1,0,1,0.86643,0.091107
529,623,0.783307,-350.9,0,1,0.768001,0.105306
530,634,0.785489,-360.1,0,1,0.778502,0.115441
531,598,0.829431,-404.1,0,1,0.817051,0.083022
532,620,0.790323,-413.7,0,1,0.787602,0.070231
533,623,0.876404,-485.0,0,1,0.866992,0.045268
534,517,0.800774,-324.4,0,1,0.787498,0.076932
535,608,0.763158,-361.5,0,1,0.769027,0.096094
536,518,0.702703,-227.0,0,1,0.688205,0.155046
537,590,0.837288,-445.5,0,1,0.832044,0.034834
538,609,0.83087,-415.3,0,1,0.820582,0.067838
539,640,0.846875,-494.0,0,1,0.840005,0.054309
540,579,0.663212,-265.0,0,1,0.672615,0.212539
541,617,0.833063,-456.3,0,1,0.819996,0.062846
542,624,0.836538,-438.3,0,1,0.825625,0.067969
543,617,0.784441,-383.7,0,1,0.783223,0.108685
544,642,0.831776,-442.7,0,1,0.81343,0.090797
545,605,0.882645,-465.7,0,1,0.872615,0.048412
546,537,0.741155,-263.6,0,1,0.735173,0.148905
547,524,0.740458,-287.7,0,1,0.739119,0.151068
548,574,0.825784,-388.2,0,1,0.817863,0.080134
549,630,0.796825,-363.7,0,1,0.778224,0.100572
550,625,0.832,-422.0,0,1,0.82035,0.078948
551,598,0.769231,-393.0,0,1,0.780088,0.105733
552,566,0.830389,-393.5,0,1,0.825853,0.053246
553,533,0.716698,-258.7,0,1,0.703512,0.115981
554,604,0.877483,-473.5,0,1,0.868308,0.058442
555,598,0.749164,-342.6,0,1,0.758849,0.122341
556,627,0.816587,-367.0,0,1,0.809159,0.142174
557,599,0.821369,-417.4,0,1,0.815056,0.08092
558,564,0.765957,-338.6,0,1,0.760187,0.108289
559,599,0.844741,-413.4,0,1,0.822887,0.062542
560,580,0.872414,-470.5,0,1,0.852374,0.081352
561,605,0.747107,-325.7,0,1,0.734131,0.0951
562,544,0.761029,-268.7,0,1,0.739751,0.188259
563,601,0.855241,-488.6,0,1,0.844657,0.043363
564,601,0.778702,-362.7,0,1,0.769414,0.081875
565,610,0.796721,-419.0,0,1,0.797125,0.084828
566,540,0.833333,-390.6,0,1,0.826825,0.066906
567,584,0.804795,-405.2,0,1,0.804846,0.071189
568,611,0.864157,-471.7,0,1,0.86138,0.053719
569,604,0.884106,-505.5,0,1,0.884365,0.065354
570,601,0.798669,-415.07,0,1,0.801125,0.088021
571,621,0.856683,-460.2,0,1,0.84744,0.059831
572,602,0.817276,-395.6,0,1,0.809723,0.057814
573,622,0.810289,-385.1,0,1,0.801803,0.103254
574,613,0.831974,-440.9,0,1,0.820257,0.068368
575,600,0.796667,-416.6,0,1,0.799999,0.082298
576,605,0.82314,-438.6,0,1,0.830648,0.079781
577,610,0.813115,-355.6,0,1,0.800896,0.088371
578,578,0.740484,-309.3,0,1,0.733078,0.126788
579,624,0.759615,-347.6,0,1,0.745334,0.091554
580,614,0.833876,-444.3,0,1,0.838321,0.078141
581,583,0.850772,-468.87,0,1,0.846155,0.029754
582,591,0.798646,-383.4,0,1,0.791353,0.088628
583,637,0.841444,-463.0,0,1,0.832452,0.069284
584,598,0.852843,-456.2,0,1,0.848351,0.046713
585,583,0.768439,-343.5,0,1,0.763304,0.114648
586,588,0.721088,-304.27,0,1,0.723292,0.14757
587,628,0.834395,-482.45,0,1,0.835758,0.080751
588,614,0.86645,-471.4,0,1,0.858892,0.053049
589,608,0.848684,-480.5,0,1,0.849937,0.038588
590,491,0.716904,-230.9,0,1,0.706053,0.18315
591,599,0.791319,-365.7,0,1,0.781537,0.067555
592,583,0.751286,-363.9,0,1,0.74609,0.115691
593,534,0.782772,-364.5,0,1,0.783191,0.098313
594,583,0.765009,-369.4,0,1,0.760432,0.05349
595,536,0.720149,-308.7,0,1,0.719839,0.11962
596,555,0.8,-346.8,0,1,0.79596,0.106689
597,606,0.838284,-446.4,0,1,0.824348,0.079976
598,622,0.807074,-415.1,0,1,0.802548,0.073271
599,590,0.837288,-476.6,0,1,0.833246,0.037327
600,618,0.828479,-433.7,0,1,0.821804,0.070043
601,578,0.743945,-278.2,0,1,0.729343,0.122173
602,570,0.807018,-403.8,0,1,0.803615,0.055598
603,635,0.822047,-456.7,0,1,0.810198,0.078198
604,628,0.847134,-479.7,0,1,0.84521,0.077122
605,520,0.730769,-270.9,0,1,0.713955,0.135016
606,580,0.775862,-349.1,0,1,0.779241,0.129121
607,604,0.877483,-473.8,0,1,0.866244,0.050152
608,611,0.88707,-510.1,0,1,0.884713,0.031876
609,610,0.82623,-438.1,0,1,0.811646,0.076126
610,603,0.855721,-442.8,0,1,0.840546,0.077505
611,608,0.809211,-442.3,0,1,0.810615,0.055319
612,617,0.755267,-337.3,0,1,0.747779,0.106999
613,605,0.859504,-433.1,0,1,0.844393,0.088698
614,609,0.857143,-483.3,0,1,0.861706,0.067375
615,602,0.807309,-401.6,0,1,0.79273,0.093322
616,549,0.757741,-313.8,0,1,0.74786,0.18282
617,607,0.902801,-585.22,0,1,0.0,0.0
618,623,0.82504,-437.5,0,1,0.824213,0.070865
619,451,0.771619,-256.5,0,1,0.761377,0.129945
620,566,0.798587,-410.4,0,1,0.795337,0.063883
621,582,0.852234,-454.9,0,1,0.843645,0.070453
622,599,0.868114,-473.8,0,1,0.865479,0.046028
623,533,0.814259,-350.3,0,1,0.802538,0.103812
624,620,0.864516,-476.8,0,1,0.850093,0.063341
625,624,0.846154,-465.4,0,1,0.836666,0.067375
626,605,0.819835,-423.8,0,1,0.815286,0.045251
627,646,0.79257,-451.2,0,1,0.799233,0.078233
628,556,0.741007,-305.69,0,1,0.745072,0.139949
629,641,0.776911,-385.47,0,1,0.777501,0.096369
630,609,0.876847,-498.9,0,1,0.871084,0.041159
631,620,0.790323,-375.5,0,1,0.779064,0.098575
632,617,0.820097,-377.3,0,1,0.80538,0.109718
633,603,0.812604,-393.0,0,1,0.800254,0.076261
634,603,0.779436,-370.2,0,1,0.77148,0.097791
635,605,0.77686,-357.5,0,1,0.780695,0.101057
636,605,0.809917,-414.17,0,1,0.800631,0.072489
637,589,0.767402,-353.2,0,1,0.761924,0.112463
638,593,0.765599,-311.2,0,1,0.74887,0.136324
639,524,0.790076,-341.1,0,1,0.792095,0.125951
640,603,0.819237,-426.3,0,1,0.810745,0.093907
641,616,0.782468,-351.5,0,1,0.77077,0.112931
642,610,0.809836,-394.9,0,1,0.794367,0.080136
643,618,0.76699,-355.9,0,1,0.759097,0.094567
644,633,0.837283,-442.8,0,1,0.833511,0.063329
645,608,0.825658,-414.6,0,1,0.815842,0.046607
646,598,0.772575,-346.4,0,1,0.774932,0.142731
647,615,0.84878,-420.0,0,1,0.834211,0.057519
648,609,0.870279,-467.7,0,1,0.855817,0.052499
649,611,0.85761,-463.0,0,1,0.850534,0.055135
650,589,0.842105,-457.21,0,1,0.833734,0.046061
651,625,0.7968,-359.4,0,1,0.779908,0.094636
652,488,0.729508,-253.1,0,1,0.718886,0.176741
653,623,0.873194,-495.1,0,1,0.864575,0.059367
654,615,0.796748,-446.3,0,1,0.805001,0.078812
655,606,0.854785,-488.8,0,1,0.853749,0.0496
656,592,0.777027,-363.0,0,1,0.769486,0.069695
657,596,0.761745,-360.2,0,1,0.759467,0.134703
658,600,0.773333,-352.4,0,1,0.765595,0.089472
659,628,0.764331,-358.5,0,1,0.76076,0.125692
660,617,0.833063,-435.8,0,1,0.824307,0.081657
661,602,0.837209,-407.3,0,1,0.828189,0.054491
662,591,0.805415,-395.7,0,1,0.796893,0.077207
663,555,0.763964,-295.7,0,1,0.748119,0.119023
664,545,0.733945,-298.0,0,1,0.723882,0.131314
665,621,0.8438,-418.5,0,1,0.831317,0.072536
666,599,0.834725,-415.9,0,1,0.828706,0.068094
667,516,0.790698,-310.5,0,1,0.778546,0.098518
668,599,0.75793,-338.9,0,1,0.750872,0.112839
669,614,0.775244,-399.7,0,1,0.77446,0.083349
670,617,0.800648,-432.4,0,1,0.796621,0.072163
671,587,0.76661,-342.6,0,1,0.759648,0.10168
672,594,0.723906,-284.6,0,1,0.712663,0.14966
673,620,0.829032,-429.9,0,1,0.820877,0.073835
674,617,0.73906,-344.6,0,1,0.738055,0.115073
675,622,0.807074,-402.0,0,1,0.795034,0.07807
676,596,0.838926,-487.77,0,1,0.834289,0.031456
677,610,0.77377,-384.47,0,1,0.766981,0.088326
678,641,0.733229,-374.1,0,1,0.725052,0.070338
679,611,0.860884,-445.4,0,1,0.851719,0.061079
680,597,0.79732,-387.0,0,1,0.786419,0.066132
681,613,0.737357,-330.6,0,1,0.742453,0.120788
682,535,0.796262,-357.8,0,1,0.788276,0.089846
683,612,0.856209,-472.6,0,1,0.853303,0.068188
684,594,0.818182,-398.6,0,1,0.806116,0.066244
685,573,0.771379,-359.5,0,1,0.77686,0.115771
686,615,0.757724,-367.4,0,1,0.761355,0.105856
687,588,0.782313,-353.4,0,1,0.772032,0.106819
688,616,0.811688,-356.9,0,1,0.797114,0.109524
689,612,0.718954,-315.2,0,1,0.715364,0.134028
690,604,0.81457,-383.7,0,1,0.815782,0.09014
691,592,0.841216,-414.5,0,1,0.834364,0.072648
692,602,0.747508,-357.7,0,1,0.757945,0.112926
693,610,0.740984,-322.0,0,1,0.743839,0.104221
694,608,0.858553,-466.5,0,1,0.851955,0.056501
695,603,0.769486,-358.0,0,1,0.754571,0.101735
696,629,0.798092,-388.9,0,1,0.787728,0.11679
697,617,0.852512,-434.8,0,1,0.847382,0.062626
698,509,0.746562,-256.3,0,1,0.73707,0.134319
699,585,0.789744,-346.8,0,1,0.772791,0.093581
700,625,0.8352,-478.3,0,1,0.83518,0.063332
701,563,0.678508,-288.2,0,1,0.671952,0.097762
702,571,0.774081,-378.9,0,1,0.78309,0.09693
703,548,0.711679,-294.3,0,1,0.713083,0.163373
704,634,0.851735,-470.7,0,1,0.848629,0.060138
705,603,0.875622,-463.3,0,1,0.86984,0.063105
706,632,0.838608,-437.3,0,1,0.828767,0.078974
707,635,0.809449,-404.9,0,1,0.798995,0.096145
708,607,0.807249,-380.4,0,1,0.800867,0.073801
709,617,0.849271,-426.8,0,1,0.831229,0.087632
710,614,0.76873,-404.14,0,1,0.770986,0.102868
711,583,0.758148,-330.01,0,1,0.754551,0.092808
712,595,0.773109,-371.57,0,1,0.77547,0.092633
713,608,0.776316,-326.8,0,1,0.755714,0.12673
714,620,0.812903,-438.3,0,1,0.805434,0.074215
715,561,0.784314,-325.2,0,1,0.768043,0.109005
716,605,0.86281,-444.1,0,1,0.856017,0.061721
717,611,0.815057,-428.1,0,1,0.809462,0.064553
718,602,0.840532,-455.6,0,1,0.838456,0.080093
719,555,0.789189,-349.9,0,1,0.777004,0.095544
720,588,0.809524,-417.0,0,1,0.805971,0.054979
721,597,0.871022,-462.1,0,1,0.865623,0.046925
722,611,0.798691,-439.3,0,1,0.796346,0.033691
723,605,0.760331,-354.98,0,1,0.752512,0.077459
724,611,0.821604,-436.8,0,1,0.828821,0.070555
725,587,0.81431,-407.2,0,1,0.801269,0.081357
726,610,0.845902,-443.8,0,1,0.844955,0.065256
727,603,0.766169,-350.02,0,1,0.753315,0.114972
728,597,0.850921,-443.1,0,1,0.846074,0.061367
729,593,0.755481,-331.5,0,1,0.750704,0.11737
730,618,0.828479,-449.3,0,1,0.825958,0.080329
731,595,0.786555,-349.4,0,1,0.778798,0.089015
732,610,0.832787,-425.1,0,1,0.825135,0.046912
733,579,0.822107,-427.1,0,1,0.817912,0.044059
734,601,0.815308,-420.5,0,1,0.80985,0.071068
735,475,0.715789,-280.1,0,1,0.705778,0.113046
736,543,0.825046,-402.7,0,1,0.829903,0.075905
737,573,0.792321,-373.1,0,1,0.786542,0.046942
738,585,0.823932,-366.3,0,1,0.798884,0.124198
739,634,0.820189,-425.7,0,1,0.812554,0.069748
740,621,0.859903,-479.5,0,1,0.852663,0.047921
741,576,0.715278,-311.2,0,1,0.709928,0.104303
742,639,0.816901,-430.44,0,1,0.805734,0.064694
743,486,0.674897,-213.9,0,1,0.648766,0.203248
744,599,0.794658,-385.5,0,1,0.790029,0.114255
745,617,0.878444,-499.4,0,1,0.873838,0.03897
746,476,0.777311,-291.9,0,1,0.76929,0.075289
747,598,0.879599,-492.0,0,1,0.875867,0.046015
748,610,0.852459,-472.3,0,1,0.843719,0.040729
749,623,0.860353,-490.6,0,1,0.857087,0.075106
750,619,0.79483,-419.4,0,1,0.80411,0.099544
751,620,0.819355,-423.5,0,1,0.815173,0.084904
752,591,0.781726,-327.2,0,1,0.768409,0.11125
753,596,0.802013,-370.8,0,1,0.791791,0.116385
754,607,0.830313,-403.9,0,1,0.818096,0.111358
755,617,0.86872,-466.8,0,1,0.859118,0.06685
756,505,0.760396,-306.3,0,1,0.74928,0.126571
757,626,0.830671,-362.6,0,1,0.808039,0.114536
758,612,0.839869,-445.9,0,1,0.833377,0.046245
759,609,0.834154,-448.4,0,1,0.83116,0.056195
760,523,0.711281,-268.6,0,1,0.70786,0.136958
761,547,0.844607,-439.0,0,1,0.842677,0.05778
762,604,0.821192,-414.9,0,1,0.807692,0.08874
763,634,0.88959,-511.1,0,1,0.883849,0.039583
764,619,0.862682,-480.2,0,1,0.86167,0.064106
765,623,0.767255,-373.6,0,1,0.756127,0.088328
766,607,0.728171,-304.6,0,1,0.717827,0.094802
767,651,0.798771,-401.7,0,1,0.782967,0.105904
768,617,0.884927,-465.8,0,1,0.865204,0.070477
769,580,0.848276,-450.5,0,1,0.84076,0.048266
770,615,0.8,-382.88,0,1,0.790985,0.097254
771,674,0.721068,-400.2,0,1,0.716765,0.083035
772,594,0.801347,-382.3,0,1,0.786538,0.080176
773,608,0.8125,-419.9,0,1,0.805832,0.058045
774,601,0.845258,-458.7,0,1,0.839762,0.04402
775,631,0.776545,-411.1,0,1,0.768551,0.069121
776,615,0.917073,-560.8,0,1,0.0,0.0
777,603,0.699834,-320.3,0,1,0.722807,0.148533
778,609,0.866995,-485.4,0,1,0.862277,0.036283
779,665,0.697744,-336.68,0,1,0.709779,0.147886
780,598,0.832776,-472.8,0,1,0.83131,0.050339
781,538,0.773234,-367.0,0,1,0.777023,0.085812
782,549,0.808743,-371.4,0,1,0.803766,0.078796
783,588,0.836735,-420.6,0,1,0.819636,0.105949
784,613,0.85155,-481.0,0,1,0.844457,0.03366
785,559,0.808587,-355.7,0,1,0.799317,0.093435
786,602,0.79402,-382.3,0,1,0.790606,0.081473
787,593,0.745363,-357.2,0,1,0.761867,0.096848
788,615,0.806504,-389.5,0,1,0.795539,0.086753
789,614,0.85342,-495.8,0,1,0.848053,0.040715
790,606,0.861386,-457.7,0,1,0.854727,0.056373
791,618,0.809061,-449.2,0,1,0.81493,0.064072
792,566,0.837456,-440.2,0,1,0.842994,0.074839
793,540,0.737037,-272.7,0,1,0.717683,0.220676
794,583,0.778731,-345.6,0,1,0.769026,0.113747
795,523,0.829828,-374.1,0,1,0.821568,0.123253
796,594,0.86532,-476.7,0,1,0.862765,0.044644
797,614,0.791531,-370.97,0,1,0.788295,0.107187
798,643,0.874028,-490.7,0,1,0.866191,0.052995
799,638,0.77116,-398.3,0,1,0.766061,0.110031
800,564,0.765957,-351.5,0,1,0.763913,0.070525
801,607,0.836903,-464.72,0,1,0.846388,0.051647
802,629,0.81717,-471.64,0,1,0.814099,0.049987
803,617,0.774716,-385.9,0,1,0.773237,0.092961
804,633,0.903633,-540.4,0,1,0.900439,0.020991
805,599,0.854758,-476.3,0,1,0.851047,0.047588
806,552,0.815217,-349.4,0,1,0.799942,0.077767
807,628,0.834395,-502.2,0,1,0.851001,0.070644
808,588,0.778912,-373.7,0,1,0.777956,0.079547
809,631,0.792393,-422.3,0,1,0.794172,0.087426
810,609,0.768473,-348.5,0,1,0.756717,0.088995
811,636,0.795597,-389.8,0,1,0.780213,0.094283
812,613,0.812398,-405.5,0,1,0.800413,0.096467
813,606,0.759076,-385.4,0,1,0.770793,0.086718
814,608,0.832237,-445.85,0,1,0.825888,0.050252
815,615,0.813008,-404.6,0,1,0.802052,0.07666
816,601,0.765391,-392.4,0,1,0.759422,0.081046
817,597,0.827471,-438.8,0,1,0.822836,0.063375
818,598,0.772575,-339.8,0,1,0.75834,0.097733
819,606,0.79538,-394.6,0,1,0.783484,0.090536
820,621,0.7343,-292.0,0,1,0.729754,0.133193
821,554,0.714801,-287.2,0,1,0.704818,0.140772
822,507,0.698225,-247.87,0,1,0.693757,0.138495
823,621,0.863124,-471.4,0,1,0.863464,0.051524
824,629,0.785374,-403.1,0,1,0.782641,0.090283
825,595,0.836975,-448.0,0,1,0.827506,0.072226
826,628,0.847134,-455.7,0,1,0.83341,0.059742
827,613,0.763458,-327.1,0,1,0.752324,0.13543
828,620,0.825806,-440.5,0,1,0.822082,0.055592
829,602,0.790698,-362.2,0,1,0.773223,0.073114
830,661,0.86233,-512.3,0,1,0.855343,0.069063
831,530,0.796226,-371.0,0,1,0.784937,0.088744
832,592,0.75,-331.1,0,1,0.745345,0.079836
833,606,0.834983,-430.2,0,1,0.831064,0.076061
834,638,0.774295,-342.7,0,1,0.763377,0.137231
835,582,0.776632,-385.8,0,1,0.778127,0.086233
836,615,0.858537,-453.8,0,1,0.849641,0.049692
837,657,0.754947,-361.4,0,1,0.742877,0.108405
838,621,0.866345,-489.7,0,1,0.856937,0.057985
839,561,0.766488,-343.7,0,1,0.785072,0.110571
840,621,0.798712,-409.7,0,1,0.791181,0.068961
841,624,0.887821,-517.4,0,1,0.883818,0.034859
842,591,0.778342,-387.4,0,1,0.778723,0.093322
843,600,0.836667,-415.2,0,1,0.829034,0.05221
844,593,0.765599,-357.2,0,1,0.753115,0.108392
845,602,0.870432,-510.7,0,1,0.871486,0.036165
846,562,0.846975,-451.5,0,1,0.840673,0.028041
847,628,0.853503,-463.3,0,1,0.849569,0.055815
848,603,0.749585,-346.8,0,1,0.739701,0.138957
849,594,0.845118,-466.6,0,1,0.839917,0.021752
850,616,0.840909,-440.8,0,1,0.835239,0.05573
851,599,0.72788,-303.4,0,1,0.729879,0.136941
852,601,0.708819,-341.8,0,1,0.701444,0.129186
853,563,0.820604,-392.5,0,1,0.816918,0.094193
854,562,0.800712,-365.3,0,1,0.794475,0.099988
855,564,0.836879,-389.8,0,1,0.81211,0.103833
856,562,0.822064,-385.8,0,1,0.807747,0.103342
857,612,0.869281,-453.0,0,1,0.862324,0.045581
858,610,0.8,-411.7,0,1,0.792668,0.078959
859,533,0.757974,-332.8,0,1,0.761381,0.091487
860,605,0.760331,-367.9,0,1,0.762209,0.091094
861,628,0.77707,-399.5,0,1,0.765218,0.079427
862,616,0.847403,-463.5,0,1,0.846495,0.05487
863,627,0.854864,-467.6,0,1,0.841199,0.067528
864,606,0.891089,-500.3,0,1,0.886608,0.044867
865,595,0.796639,-405.48,0,1,0.799047,0.093203
866,605,0.836364,-421.9,0,1,0.824963,0.059686
867,621,0.769726,-338.5,0,1,0.757763,0.113172
868,588,0.785714,-346.5,0,1,0.778013,0.073885
869,624,0.817308,-417.9,0,1,0.814474,0.07291
870,539,0.853432,-399.9,0,1,0.849261,0.065621
871,620,0.845161,-466.9,0,1,0.834489,0.070378
872,528,0.655303,-259.3,0,1,0.663718,0.150994
873,627,0.77512,-370.6,0,1,0.766437,0.111029
874,611,0.834697,-440.7,0,1,0.830491,0.064599
875,628,0.83758,-468.8,0,1,0.831076,0.068739
876,618,0.854369,-451.6,0,1,0.846696,0.042949
877,619,0.785137,-437.2,0,1,0.820366,0.090422
878,620,0.86129,-481.5,0,1,0.853913,0.042924
879,612,0.761438,-376.1,0,1,0.758346,0.110871
880,638,0.721003,-325.5,0,1,0.718426,0.106019
881,577,0.731369,-299.1,0,1,0.721383,0.121379
882,620,0.832258,-425.3,0,1,0.819484,0.057453
883,620,0.848387,-483.63,0,1,0.858381,0.060814
